pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier,case_id,lig_chain,lig_resseq,n_ligand_atoms_modelled,n_altloc_atoms_skipped,min_dist_to_protein_a,link_record,is_covalent,receptor_atoms_kept,solvent_atoms_removed,ligand_atoms_removed,other_het_retained,receptor_pdbqt,ref_pdb,box_json,host_chain,ref_6vaj_pdb,ca_fit_rmsd_a,n_fit_residues,cross_dock_ready,ref_frac_atoms_in_prod_box,ref_centroid_dist_to_prod_centre_a,ref_in_prod_box,status,drop_reason,self_pose_dir,cross_pose_dir,self_rmsd_a,cross_rmsd_a,self_affinity,cross_affinity,n_rot_bonds,tight_top1_rmsd_a,tight_bestofn_rmsd_a,box_edge_a,self_bestofn_rmsd_a,self_n_modes,cross_bestofn_rmsd_a,cross_n_modes
9KE5,X-RAY DIFFRACTION,2.05,A1EE3,"4-prop-2-ynyl-1,4-thiazinane 1,1-dioxide",C7 H11 N O2 S,173.233,non-polymer,C#CCN1CCS(=O)(=O)CC1,11,A,ligand,drug_like,9KE5_A1EE3_A202,A,202,11,0,2.66,False,False,1189.0,93.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KE5/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KE5_A1EE3_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KE5_A1EE3_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KE5_A1EE3_A202_ref6vaj.pdb,0.38,111.0,True,1.0,1.62,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KE5_A1EE3_A202/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,14.606376334887573,4.320996412865902,-4.3,-4.5,1,4.171755930714852,0.5152543943617469,13.9,1.2681472527058735,9,0.673981183983378,9
9KE7,X-RAY DIFFRACTION,1.68,A1EE7,N-ethyl-4-fluoranyl-benzenesulfonamide,C8 H10 F N O2 S,203.234,non-polymer,CCNS(=O)(=O)c1ccc(cc1)F,13,A,ligand,drug_like,9KE7_A1EE7_A301,A,301,13,0,3.211,False,False,1180.0,155.0,13.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KE7/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KE7_A1EE7_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KE7_A1EE7_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KE7_A1EE7_A301_ref6vaj.pdb,0.354,111.0,True,1.0,8.21,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KE7_A1EE7_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,10.4659865976189,9.441088561748016,-4.9,-5.0,3,8.395570691190041,7.805729384930611,14.5,9.887407694794268,9,9.440573344713926,9
9KE9,X-RAY DIFFRACTION,2.25,A1BDV,"(2H-1,3-benzodioxol-5-yl)methanol",C8 H8 O3,152.147,non-polymer,c1cc2c(cc1CO)OCO2,11,A,ligand,drug_like,9KE9_A1BDV_A201,A,201,11,0,2.431,False,False,1189.0,67.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KE9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KE9_A1BDV_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KE9_A1BDV_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KE9_A1BDV_A201_ref6vaj.pdb,0.381,111.0,True,1.0,1.55,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KE9_A1BDV_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,2.0000487721325926,2.0080462915707176,-5.0,-5.3,1,2.065642845129904,2.0574450174913563,14.1,2.0000487721325926,9,2.0080462915707176,9
9KEB,X-RAY DIFFRACTION,1.65,A1EE8,"[2-(4-methyl-1,4-diazepan-1-yl)phenyl]methanol",C13 H20 N2 O,220.311,non-polymer,CN1CCCN(CC1)c2ccccc2CO,16,A,ligand,drug_like,9KEB_A1EE8_A301,A,301,16,0,2.774,False,False,1180.0,175.0,16.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEB/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEB_A1EE8_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEB_A1EE8_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEB_A1EE8_A301_ref6vaj.pdb,0.376,111.0,True,1.0,7.03,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEB_A1EE8_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,9.09055134810315,8.733810208036353,-5.3,-5.1,2,7.312781088614646,3.9227830203823406,15.4,8.378247411451872,9,8.131294408026314,9
9KEC,X-RAY DIFFRACTION,1.68,A1EE6,N-[(4-fluorophenyl)methyl]-4-oxidanyl-butanamide,C11 H14 F N O2,211.233,non-polymer,c1cc(ccc1CNC(=O)CCCO)F,15,A,ligand,drug_like,9KEC_A1EE6_A202,A,202,15,0,2.506,False,False,1179.0,164.0,15.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEC/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEC_A1EE6_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEC_A1EE6_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEC_A1EE6_A202_ref6vaj.pdb,0.378,111.0,True,1.0,9.26,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEC_A1EE6_A202/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,10.981978024624404,12.193394542401498,-5.1,-5.0,5,11.1569510440801,3.2028193101287084,16.4,10.652766185362374,9,11.172876194904633,9
9KEL,X-RAY DIFFRACTION,1.96,A1EFA,6-Quinolinylmethanol,C10 H9 N O,159.185,non-polymer,c1cc2cc(ccc2nc1)CO,12,A,ligand,drug_like,9KEL_A1EFA_A202,A,202,12,0,3.342,False,False,1180.0,108.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEL/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEL_A1EFA_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEL_A1EFA_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEL_A1EFA_A202_ref6vaj.pdb,0.379,111.0,True,1.0,7.81,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEL_A1EFA_A202/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,9.658521781307943,8.761942982771192,-4.6,-5.4,1,8.555525524478318,2.8420846222447347,14.2,8.632230862683567,9,8.761942982771192,9
9KEQ,X-RAY DIFFRACTION,1.53,A1EFB,3-(4-methylpiperazin-1-yl)aniline,C11 H17 N3,191.273,non-polymer,CN1CCN(CC1)c2cccc(c2)N,14,A,ligand,drug_like,9KEQ_A1EFB_A201,A,201,14,0,2.846,False,False,1189.0,188.0,14.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEQ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEQ_A1EFB_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEQ_A1EFB_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEQ_A1EFB_A201_ref6vaj.pdb,0.398,111.0,True,1.0,7.45,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEQ_A1EFB_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,8.437768399963854,9.06642018266148,-4.8,-4.8,1,8.216193244354189,8.127222737723596,15.2,8.437768399963854,9,8.332295203432416,9
9KES,X-RAY DIFFRACTION,1.62,A1EFC,(3-pyrimidin-5-ylphenyl)methanol,C11 H10 N2 O,186.21,non-polymer,c1cc(cc(c1)c2cncnc2)CO,14,A,ligand,drug_like,9KES_A1EFC_A201,A,201,14,0,4.863,False,False,1189.0,138.0,28.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KES/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KES_A1EFC_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KES_A1EFC_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KES_A1EFC_A201_ref6vaj.pdb,0.371,111.0,True,1.0,8.64,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KES_A1EFC_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,10.598302333729814,10.232215728486462,-5.2,-5.7,2,7.138843128566821,6.084141499481605,15.2,9.80655288205654,9,9.717463388883218,9
9KEW,X-RAY DIFFRACTION,1.6,A1EFD,"2,3-dihydro-1-benzofuran-7-ylmethanol",C9 H10 O2,150.174,non-polymer,c1cc2c(c(c1)CO)OCC2,11,A,ligand,drug_like,9KEW_A1EFD_A201,A,201,11,0,4.921,False,False,1189.0,151.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEW/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEW_A1EFD_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEW_A1EFD_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEW_A1EFD_A201_ref6vaj.pdb,0.381,111.0,True,1.0,9.31,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEW_A1EFD_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.248289611395066,11.204646130471543,-4.7,-5.9,1,5.3346563747221465,4.36320766075935,13.9,10.386542092359884,9,10.32264883201453,9
9KEY,X-RAY DIFFRACTION,2.49,A1EFE,"2,1,3-benzothiadiazol-5-ylmethanol",C7 H6 N2 O S,166.2,non-polymer,c1cc2c(cc1CO)nsn2,11,A,ligand,drug_like,9KEY_A1EFE_A201,A,201,11,0,5.069,False,False,1189.0,42.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEY/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEY_A1EFE_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEY_A1EFE_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEY_A1EFE_A201_ref6vaj.pdb,0.396,111.0,True,1.0,8.81,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEY_A1EFE_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.987497824438138,9.896842586492834,-4.2,-5.2,1,5.693022483707577,4.212024507828208,14.0,9.770532799280609,9,9.793734258559025,9
9KEZ,X-RAY DIFFRACTION,1.95,DBJ,"2,3-dihydro-1,4-benzodioxin-5-ylmethanol",C9 H10 O3,166.174,non-polymer,c1cc(c2c(c1)OCCO2)CO,12,A,ligand,drug_like,9KEZ_DBJ_A301,A,301,12,0,2.318,False,False,1189.0,110.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEZ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEZ_DBJ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEZ_DBJ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEZ_DBJ_A301_ref6vaj.pdb,0.366,111.0,True,1.0,8.04,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KEZ_DBJ_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,9.6585367378639,9.719229534793383,-4.6,-5.6,1,3.6650288311735473,1.0453105997740568,14.3,8.555667575745721,9,9.551016302816507,9
9KF0,X-RAY DIFFRACTION,1.82,A1EFF,"(2,5-dimethylpyrazol-3-yl)methanol",C6 H10 N2 O,126.156,non-polymer,Cc1cc(n(n1)C)CO,9,A,ligand,fragment,9KF0_A1EFF_A301,A,301,9,0,2.737,False,False,1189.0,105.0,9.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KF0/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KF0_A1EFF_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KF0_A1EFF_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KF0_A1EFF_A301_ref6vaj.pdb,0.358,111.0,True,1.0,8.4,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KF0_A1EFF_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.024808136400583,10.654361923644233,-3.9,-4.1,1,0.7975250605606202,0.7975250605606202,13.7,9.793055413574118,9,9.750828067400224,9
9KFC,X-RAY DIFFRACTION,1.56,A1AYA,[2-(4-methylpiperazin-1-yl)phenyl]methanol,C12 H18 N2 O,206.284,non-polymer,CN1CCN(CC1)c2ccccc2CO,15,A,ligand,drug_like,9KFC_A1AYA_A301,A,301,15,0,2.658,False,False,1189.0,176.0,30.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KFC/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KFC_A1AYA_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KFC_A1AYA_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KFC_A1AYA_A301_ref6vaj.pdb,0.342,111.0,True,1.0,6.96,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KFC_A1AYA_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,8.415050421714655,9.169527279709316,-4.6,-5.1,2,8.49006092243552,7.364837300760056,15.4,7.3659312242241315,9,8.032404123299575,9
9KFH,X-RAY DIFFRACTION,1.59,A1EFG,2-methylfuran-3-carboxylic acid,C6 H6 O3,126.11,non-polymer,Cc1c(cco1)C(=O)O,9,A,ligand,fragment,9KFH_A1EFG_A301,A,301,9,0,3.578,False,False,1189.0,139.0,18.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KFH/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KFH_A1EFG_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KFH_A1EFG_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KFH_A1EFG_A301_ref6vaj.pdb,0.347,111.0,True,0.0,20.33,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KFH_A1EFG_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,12.420682160547116,18.82718998918556,-4.0,-4.8,1,4.529852609817085,3.8279788836059856,13.5,9.201861097988095,9,18.779368383651484,9
9KFZ,X-RAY DIFFRACTION,1.43,A1EFO,6-methylpyridine-2-carboxylic acid,C7 H7 N O2,137.136,non-polymer,Cc1cccc(n1)C(=O)O,10,A,ligand,fragment,9KFZ_A1EFO_A301,A,301,10,0,2.912,False,False,1183.0,165.0,40.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KFZ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KFZ_A1EFO_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KFZ_A1EFO_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KFZ_A1EFO_A301_ref6vaj.pdb,0.335,111.0,True,0.0,26.44,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KFZ_A1EFO_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,5.822034343766791,26.771068615204733,-4.2,-5.2,1,5.941835011172896,5.322673181776239,13.9,5.284346307728138,9,21.125745643645338,9
9KG9,X-RAY DIFFRACTION,1.55,A1EFP,3-methoxythiophene-2-carboxylic acid,C6 H6 O3 S,158.175,non-polymer,COc1ccsc1C(=O)O,10,A,ligand,drug_like,9KG9_A1EFP_A301,A,301,10,0,3.294,False,False,1189.0,157.0,90.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KG9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KG9_A1EFP_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KG9_A1EFP_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KG9_A1EFP_A301_ref6vaj.pdb,0.348,111.0,True,0.0,21.95,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KG9_A1EFP_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,15.645842981443986,20.94406272670133,-3.7,-4.7,2,6.149102511749174,3.3905320526430653,13.9,10.794602174235045,9,20.58777392531791,9
9KGO,X-RAY DIFFRACTION,1.62,A1EFQ,1-(1H-pyrazol-3-yl)ethanone,C5 H6 N2 O,110.114,non-polymer,CC(=O)c1cc[nH]n1,8,A,ligand,fragment,9KGO_A1EFQ_A201,A,201,8,0,3.39,False,False,1189.0,181.0,32.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KGO/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KGO_A1EFQ_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KGO_A1EFQ_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KGO_A1EFQ_A201_ref6vaj.pdb,0.377,111.0,True,0.0,18.43,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KGO_A1EFQ_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.982869011634902,16.670073541379473,-4.1,-4.7,1,6.295290590989427,1.5304077071159825,13.1,4.787422270909472,9,11.842075330152229,9
9KX1,X-RAY DIFFRACTION,1.7,A1EHL,2-(trifluoromethyl)pyrimidin-4-ol,C5 H3 F3 N2 O,164.085,non-polymer,c1cnc(nc1O)C(F)(F)F,11,A,ligand,drug_like,9KX1_A1EHL_A301,A,301,11,0,3.004,False,False,1189.0,112.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KX1/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KX1_A1EHL_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KX1_A1EHL_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KX1_A1EHL_A301_ref6vaj.pdb,0.371,111.0,True,1.0,3.29,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KX1_A1EHL_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,2.532384736675187,2.075251770048856,-4.7,-5.6,0,1.9824994325345973,1.901274094342575,13.6,1.9641710488373738,9,2.07279282392358,9
9KX7,X-RAY DIFFRACTION,1.53,A1EHC,"imidazo[1,2-a]pyridin-6-ylmethanol",C8 H8 N2 O,148.162,non-polymer,c1cc2nccn2cc1CO,11,A,ligand,fragment,9KX7_A1EHC_A201,A,201,11,0,3.244,False,False,1189.0,226.0,33.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KX7/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KX7_A1EHC_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KX7_A1EHC_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KX7_A1EHC_A201_ref6vaj.pdb,0.386,111.0,True,0.0,26.52,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KX7_A1EHC_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,5.664827109614042,26.07889588432483,-4.4,-5.2,1,5.6634559157012,4.451441012852927,13.9,4.494198522944482,9,21.05666162783386,9
9KX9,X-RAY DIFFRACTION,1.62,A1EHD,(1-methylindazol-3-yl)methanol,C9 H10 N2 O,162.188,non-polymer,Cn1c2ccccc2c(n1)CO,12,A,ligand,drug_like,9KX9_A1EHD_A301,A,301,12,0,2.476,False,False,1189.0,137.0,36.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KX9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KX9_A1EHD_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KX9_A1EHD_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KX9_A1EHD_A301_ref6vaj.pdb,0.332,111.0,True,1.0,8.13,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KX9_A1EHD_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,10.806170748697248,10.79468549024627,-4.8,-5.3,1,8.892196110448007,1.670370143610889,14.4,9.936891050524807,9,8.748944336318525,9
9KXC,X-RAY DIFFRACTION,1.53,A1EHE,quinolin-5-amine,C9 H8 N2,144.173,non-polymer,c1cc(c2cccnc2c1)N,11,A,ligand,fragment,9KXC_A1EHE_A201,A,201,11,0,2.867,False,False,1189.0,159.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXC/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXC_A1EHE_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXC_A1EHE_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXC_A1EHE_A201_ref6vaj.pdb,0.394,111.0,True,1.0,8.02,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KXC_A1EHE_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,8.861137224368603,22.070026212036996,-4.8,-4.8,0,4.034356093716702,0.6532278594515377,13.7,8.861137224368603,9,9.028488854730897,9
9KXD,X-RAY DIFFRACTION,1.6,53E,"2,3-dihydro-1,4-benzodioxine-5-carboxylic acid",C9 H8 O4,180.157,non-polymer,c1cc(c2c(c1)OCCO2)C(=O)O,13,A,ligand,drug_like,9KXD_53E_A301,A,301,13,0,2.587,False,False,1189.0,157.0,26.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXD/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXD_53E_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXD_53E_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXD_53E_A301_ref6vaj.pdb,0.354,111.0,True,1.0,8.34,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KXD_53E_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,10.555645390755824,10.3279059907537,-5.0,-5.7,1,7.350397686781726,7.217273254544906,14.3,7.396616929380622,9,9.489896047902738,9
9KXE,X-RAY DIFFRACTION,1.61,A1EHF,4-methylthiophene-2-carboxamide,C6 H7 N O S,141.191,non-polymer,Cc1cc(sc1)C(=O)N,9,A,ligand,fragment,9KXE_A1EHF_A204,A,204,9,9,3.514,False,False,1189.0,123.0,27.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXE/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXE_A1EHF_A204_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXE_A1EHF_A204.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXE_A1EHF_A204_ref6vaj.pdb,0.353,111.0,True,0.0,21.67,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KXE_A1EHF_A204/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,12.7865061425447,14.719200721808535,-4.0,-4.3,1,3.5883115497093865,2.295829600722917,13.8,11.833987329345554,9,14.719200721808535,9
9KXF,X-RAY DIFFRACTION,1.71,A1EHG,~{N}-(2-fluorophenyl)ethanamide,C8 H8 F N O,153.154,non-polymer,CC(=O)Nc1ccccc1F,11,A,ligand,drug_like,9KXF_A1EHG_A301,A,301,11,0,2.955,False,False,1189.0,166.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXF/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXF_A1EHG_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXF_A1EHG_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXF_A1EHG_A301_ref6vaj.pdb,0.327,111.0,True,1.0,9.41,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9KXF_A1EHG_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.310445144362635,11.336467759965062,-5.2,-5.2,1,3.985139669047772,1.3613227190694148,14.2,10.926306612109059,9,10.16446104639279,9
