pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier,case_id,lig_chain,lig_resseq,n_ligand_atoms_modelled,n_altloc_atoms_skipped,min_dist_to_protein_a,link_record,is_covalent,receptor_atoms_kept,solvent_atoms_removed,ligand_atoms_removed,other_het_retained,receptor_pdbqt,ref_pdb,box_json,host_chain,ref_6vaj_pdb,ca_fit_rmsd_a,n_fit_residues,cross_dock_ready,ref_frac_atoms_in_prod_box,ref_centroid_dist_to_prod_centre_a,ref_in_prod_box,status,drop_reason
9JZ4,X-RAY DIFFRACTION,1.82,A1ED5,"1,3-dihydro-2-benzofuran-5-amine",C8 H9 N O,135.163,non-polymer,c1cc2c(cc1N)COC2,10,A,ligand,fragment,9JZ4_A1ED5_A301,A,301,10,0,3.12,False,False,1188.0,121.0,10.0,24.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ4/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ4_A1ED5_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ4_A1ED5_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ4_A1ED5_A301_ref6vaj.pdb,0.378,111.0,True,1.0,1.85,True,case,
9JZ6,X-RAY DIFFRACTION,1.65,A1ED7,"1,3,4-thiadiazol-2-amine",C2 H3 N3 S,101.13,non-polymer,c1nnc(s1)N,6,A,ligand,fragment,9JZ6_A1ED7_A301,A,301,6,0,2.886,False,False,1189.0,111.0,6.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ6/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ6_A1ED7_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ6_A1ED7_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ6_A1ED7_A301_ref6vaj.pdb,0.345,111.0,True,1.0,2.7,True,case,
9JZG,X-RAY DIFFRACTION,1.76,A1ED8,2-(4-hydroxyphenyl)ethanamide,C8 H9 N O2,151.163,non-polymer,c1cc(ccc1CC(=O)N)O,11,A,ligand,drug_like,9JZG_A1ED8_A301,A,301,11,0,2.493,False,False,1189.0,144.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZG/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZG_A1ED8_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZG_A1ED8_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZG_A1ED8_A301_ref6vaj.pdb,0.349,111.0,True,1.0,1.36,True,case,
9JZS,X-RAY DIFFRACTION,1.91,A1AT6,"(2S)-2,3-dihydro-1H-indole-2-carboxylic acid",C9 H9 N O2,163.173,L-peptide linking,c1ccc2c(c1)C[C@H](N2)C(=O)O,12,A,ligand,drug_like,9JZS_A1AT6_A301,A,301,12,0,2.528,False,False,1189.0,108.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZS/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZS_A1AT6_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZS_A1AT6_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZS_A1AT6_A301_ref6vaj.pdb,0.375,111.0,True,1.0,1.84,True,case,
9JZU,X-RAY DIFFRACTION,1.68,A1ED9,1-(1H-pyrrol-3-yl)ethanone,C6 H7 N O,109.126,non-polymer,CC(=O)c1cc[nH]c1,8,A,ligand,fragment,9JZU_A1ED9_A301,A,301,8,0,3.0,False,False,1189.0,133.0,24.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZU/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZU_A1ED9_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZU_A1ED9_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZU_A1ED9_A301_ref6vaj.pdb,0.362,111.0,True,1.0,1.93,True,case,
9JZV,X-RAY DIFFRACTION,1.9,A1EEA,"1,3-dimethylimidazolidin-2-one",C5 H10 N2 O,114.146,non-polymer,CN1CCN(C1=O)C,8,A,ligand,fragment,9JZV_A1EEA_A202,A,202,8,0,3.08,False,False,1189.0,96.0,8.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZV/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZV_A1EEA_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZV_A1EEA_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZV_A1EEA_A202_ref6vaj.pdb,0.499,111.0,True,1.0,2.65,True,case,
9KE5,X-RAY DIFFRACTION,2.05,A1EE3,"4-prop-2-ynyl-1,4-thiazinane 1,1-dioxide",C7 H11 N O2 S,173.233,non-polymer,C#CCN1CCS(=O)(=O)CC1,11,A,ligand,drug_like,9KE5_A1EE3_A202,A,202,11,0,2.66,False,False,1189.0,93.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KE5/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KE5_A1EE3_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KE5_A1EE3_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KE5_A1EE3_A202_ref6vaj.pdb,0.38,111.0,True,1.0,1.62,True,case,
9KE7,X-RAY DIFFRACTION,1.68,A1EE7,N-ethyl-4-fluoranyl-benzenesulfonamide,C8 H10 F N O2 S,203.234,non-polymer,CCNS(=O)(=O)c1ccc(cc1)F,13,A,ligand,drug_like,9KE7_A1EE7_A301,A,301,13,0,3.211,False,False,1180.0,155.0,13.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KE7/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KE7_A1EE7_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KE7_A1EE7_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KE7_A1EE7_A301_ref6vaj.pdb,0.354,111.0,True,1.0,8.21,True,case,
9KE9,X-RAY DIFFRACTION,2.25,A1BDV,"(2H-1,3-benzodioxol-5-yl)methanol",C8 H8 O3,152.147,non-polymer,c1cc2c(cc1CO)OCO2,11,A,ligand,drug_like,9KE9_A1BDV_A201,A,201,11,0,2.431,False,False,1189.0,67.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KE9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KE9_A1BDV_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KE9_A1BDV_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KE9_A1BDV_A201_ref6vaj.pdb,0.381,111.0,True,1.0,1.55,True,case,
9KEB,X-RAY DIFFRACTION,1.65,A1EE8,"[2-(4-methyl-1,4-diazepan-1-yl)phenyl]methanol",C13 H20 N2 O,220.311,non-polymer,CN1CCCN(CC1)c2ccccc2CO,16,A,ligand,drug_like,9KEB_A1EE8_A301,A,301,16,0,2.774,False,False,1180.0,175.0,16.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEB/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEB_A1EE8_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEB_A1EE8_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEB_A1EE8_A301_ref6vaj.pdb,0.376,111.0,True,1.0,7.03,True,case,
9KEC,X-RAY DIFFRACTION,1.68,A1EE6,N-[(4-fluorophenyl)methyl]-4-oxidanyl-butanamide,C11 H14 F N O2,211.233,non-polymer,c1cc(ccc1CNC(=O)CCCO)F,15,A,ligand,drug_like,9KEC_A1EE6_A202,A,202,15,0,2.506,False,False,1179.0,164.0,15.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEC/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEC_A1EE6_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEC_A1EE6_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEC_A1EE6_A202_ref6vaj.pdb,0.378,111.0,True,1.0,9.26,True,case,
9KEL,X-RAY DIFFRACTION,1.96,A1EFA,6-Quinolinylmethanol,C10 H9 N O,159.185,non-polymer,c1cc2cc(ccc2nc1)CO,12,A,ligand,drug_like,9KEL_A1EFA_A202,A,202,12,0,3.342,False,False,1180.0,108.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEL/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEL_A1EFA_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEL_A1EFA_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEL_A1EFA_A202_ref6vaj.pdb,0.379,111.0,True,1.0,7.81,True,case,
9KEQ,X-RAY DIFFRACTION,1.53,A1EFB,3-(4-methylpiperazin-1-yl)aniline,C11 H17 N3,191.273,non-polymer,CN1CCN(CC1)c2cccc(c2)N,14,A,ligand,drug_like,9KEQ_A1EFB_A201,A,201,14,0,2.846,False,False,1189.0,188.0,14.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEQ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEQ_A1EFB_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEQ_A1EFB_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEQ_A1EFB_A201_ref6vaj.pdb,0.398,111.0,True,1.0,7.45,True,case,
9KES,X-RAY DIFFRACTION,1.62,A1EFC,(3-pyrimidin-5-ylphenyl)methanol,C11 H10 N2 O,186.21,non-polymer,c1cc(cc(c1)c2cncnc2)CO,14,A,ligand,drug_like,9KES_A1EFC_A201,A,201,14,0,4.863,False,False,1189.0,138.0,28.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KES/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KES_A1EFC_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KES_A1EFC_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KES_A1EFC_A201_ref6vaj.pdb,0.371,111.0,True,1.0,8.64,True,case,
9KEW,X-RAY DIFFRACTION,1.6,A1EFD,"2,3-dihydro-1-benzofuran-7-ylmethanol",C9 H10 O2,150.174,non-polymer,c1cc2c(c(c1)CO)OCC2,11,A,ligand,drug_like,9KEW_A1EFD_A201,A,201,11,0,4.921,False,False,1189.0,151.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEW/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEW_A1EFD_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEW_A1EFD_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEW_A1EFD_A201_ref6vaj.pdb,0.381,111.0,True,1.0,9.31,True,case,
9KEY,X-RAY DIFFRACTION,2.49,A1EFE,"2,1,3-benzothiadiazol-5-ylmethanol",C7 H6 N2 O S,166.2,non-polymer,c1cc2c(cc1CO)nsn2,11,A,ligand,drug_like,9KEY_A1EFE_A201,A,201,11,0,5.069,False,False,1189.0,42.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEY/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEY_A1EFE_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEY_A1EFE_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEY_A1EFE_A201_ref6vaj.pdb,0.396,111.0,True,1.0,8.81,True,case,
9KEZ,X-RAY DIFFRACTION,1.95,DBJ,"2,3-dihydro-1,4-benzodioxin-5-ylmethanol",C9 H10 O3,166.174,non-polymer,c1cc(c2c(c1)OCCO2)CO,12,A,ligand,drug_like,9KEZ_DBJ_A301,A,301,12,0,2.318,False,False,1189.0,110.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KEZ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KEZ_DBJ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KEZ_DBJ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KEZ_DBJ_A301_ref6vaj.pdb,0.366,111.0,True,1.0,8.04,True,case,
9KF0,X-RAY DIFFRACTION,1.82,A1EFF,"(2,5-dimethylpyrazol-3-yl)methanol",C6 H10 N2 O,126.156,non-polymer,Cc1cc(n(n1)C)CO,9,A,ligand,fragment,9KF0_A1EFF_A301,A,301,9,0,2.737,False,False,1189.0,105.0,9.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KF0/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KF0_A1EFF_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KF0_A1EFF_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KF0_A1EFF_A301_ref6vaj.pdb,0.358,111.0,True,1.0,8.4,True,case,
9KFC,X-RAY DIFFRACTION,1.56,A1AYA,[2-(4-methylpiperazin-1-yl)phenyl]methanol,C12 H18 N2 O,206.284,non-polymer,CN1CCN(CC1)c2ccccc2CO,15,A,ligand,drug_like,9KFC_A1AYA_A301,A,301,15,0,2.658,False,False,1189.0,176.0,30.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KFC/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KFC_A1AYA_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KFC_A1AYA_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KFC_A1AYA_A301_ref6vaj.pdb,0.342,111.0,True,1.0,6.96,True,case,
9KFH,X-RAY DIFFRACTION,1.59,A1EFG,2-methylfuran-3-carboxylic acid,C6 H6 O3,126.11,non-polymer,Cc1c(cco1)C(=O)O,9,A,ligand,fragment,9KFH_A1EFG_A301,A,301,9,0,3.578,False,False,1189.0,139.0,18.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KFH/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KFH_A1EFG_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KFH_A1EFG_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KFH_A1EFG_A301_ref6vaj.pdb,0.347,111.0,True,0.0,20.33,False,case,
9KFZ,X-RAY DIFFRACTION,1.43,A1EFO,6-methylpyridine-2-carboxylic acid,C7 H7 N O2,137.136,non-polymer,Cc1cccc(n1)C(=O)O,10,A,ligand,fragment,9KFZ_A1EFO_A301,A,301,10,0,2.912,False,False,1183.0,165.0,40.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KFZ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KFZ_A1EFO_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KFZ_A1EFO_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KFZ_A1EFO_A301_ref6vaj.pdb,0.335,111.0,True,0.0,26.44,False,case,
9KG9,X-RAY DIFFRACTION,1.55,A1EFP,3-methoxythiophene-2-carboxylic acid,C6 H6 O3 S,158.175,non-polymer,COc1ccsc1C(=O)O,10,A,ligand,drug_like,9KG9_A1EFP_A301,A,301,10,0,3.294,False,False,1189.0,157.0,90.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KG9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KG9_A1EFP_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KG9_A1EFP_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KG9_A1EFP_A301_ref6vaj.pdb,0.348,111.0,True,0.0,21.95,False,case,
9KGO,X-RAY DIFFRACTION,1.62,A1EFQ,1-(1H-pyrazol-3-yl)ethanone,C5 H6 N2 O,110.114,non-polymer,CC(=O)c1cc[nH]n1,8,A,ligand,fragment,9KGO_A1EFQ_A201,A,201,8,0,3.39,False,False,1189.0,181.0,32.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KGO/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KGO_A1EFQ_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KGO_A1EFQ_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KGO_A1EFQ_A201_ref6vaj.pdb,0.377,111.0,True,0.0,18.43,False,case,
9KX1,X-RAY DIFFRACTION,1.7,A1EHL,2-(trifluoromethyl)pyrimidin-4-ol,C5 H3 F3 N2 O,164.085,non-polymer,c1cnc(nc1O)C(F)(F)F,11,A,ligand,drug_like,9KX1_A1EHL_A301,A,301,11,0,3.004,False,False,1189.0,112.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KX1/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KX1_A1EHL_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KX1_A1EHL_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KX1_A1EHL_A301_ref6vaj.pdb,0.371,111.0,True,1.0,3.29,True,case,
9KX7,X-RAY DIFFRACTION,1.53,A1EHC,"imidazo[1,2-a]pyridin-6-ylmethanol",C8 H8 N2 O,148.162,non-polymer,c1cc2nccn2cc1CO,11,A,ligand,fragment,9KX7_A1EHC_A201,A,201,11,0,3.244,False,False,1189.0,226.0,33.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KX7/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KX7_A1EHC_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KX7_A1EHC_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KX7_A1EHC_A201_ref6vaj.pdb,0.386,111.0,True,0.0,26.52,False,case,
9KX9,X-RAY DIFFRACTION,1.62,A1EHD,(1-methylindazol-3-yl)methanol,C9 H10 N2 O,162.188,non-polymer,Cn1c2ccccc2c(n1)CO,12,A,ligand,drug_like,9KX9_A1EHD_A301,A,301,12,0,2.476,False,False,1189.0,137.0,36.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KX9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KX9_A1EHD_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KX9_A1EHD_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KX9_A1EHD_A301_ref6vaj.pdb,0.332,111.0,True,1.0,8.13,True,case,
9KXC,X-RAY DIFFRACTION,1.53,A1EHE,quinolin-5-amine,C9 H8 N2,144.173,non-polymer,c1cc(c2cccnc2c1)N,11,A,ligand,fragment,9KXC_A1EHE_A201,A,201,11,0,2.867,False,False,1189.0,159.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXC/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXC_A1EHE_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXC_A1EHE_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXC_A1EHE_A201_ref6vaj.pdb,0.394,111.0,True,1.0,8.02,True,case,
9KXD,X-RAY DIFFRACTION,1.6,53E,"2,3-dihydro-1,4-benzodioxine-5-carboxylic acid",C9 H8 O4,180.157,non-polymer,c1cc(c2c(c1)OCCO2)C(=O)O,13,A,ligand,drug_like,9KXD_53E_A301,A,301,13,0,2.587,False,False,1189.0,157.0,26.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXD/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXD_53E_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXD_53E_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXD_53E_A301_ref6vaj.pdb,0.354,111.0,True,1.0,8.34,True,case,
9KXE,X-RAY DIFFRACTION,1.61,A1EHF,4-methylthiophene-2-carboxamide,C6 H7 N O S,141.191,non-polymer,Cc1cc(sc1)C(=O)N,9,A,ligand,fragment,9KXE_A1EHF_A204,A,204,9,9,3.514,False,False,1189.0,123.0,27.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXE/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXE_A1EHF_A204_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXE_A1EHF_A204.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXE_A1EHF_A204_ref6vaj.pdb,0.353,111.0,True,0.0,21.67,False,case,
9KXF,X-RAY DIFFRACTION,1.71,A1EHG,~{N}-(2-fluorophenyl)ethanamide,C8 H8 F N O,153.154,non-polymer,CC(=O)Nc1ccccc1F,11,A,ligand,drug_like,9KXF_A1EHG_A301,A,301,11,0,2.955,False,False,1189.0,166.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXF/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXF_A1EHG_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXF_A1EHG_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXF_A1EHG_A301_ref6vaj.pdb,0.327,111.0,True,1.0,9.41,True,case,
9KXG,X-RAY DIFFRACTION,1.58,M4T,~{N}-pyridin-3-ylethanamide,C7 H8 N2 O,136.151,non-polymer,CC(=O)Nc1cccnc1,10,A,ligand,fragment,9KXG_M4T_A301,A,301,10,10,3.108,False,False,1189.0,164.0,30.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXG/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXG_M4T_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXG_M4T_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXG_M4T_A301_ref6vaj.pdb,0.374,111.0,True,1.0,7.85,True,case,
9KXH,X-RAY DIFFRACTION,1.68,A1EHO,"2,6-bis(fluoranyl)benzamide",C7 H5 F2 N O,157.118,non-polymer,c1cc(c(c(c1)F)C(=O)N)F,11,A,ligand,drug_like,9KXH_A1EHO_A301,A,301,11,0,3.201,False,False,1189.0,80.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXH/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXH_A1EHO_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXH_A1EHO_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXH_A1EHO_A301_ref6vaj.pdb,0.358,111.0,True,0.0,21.31,False,case,
9KXI,X-RAY DIFFRACTION,1.77,A1EHY,2-(2-methylimidazol-1-yl)aniline,C10 H11 N3,173.214,non-polymer,Cc1nccn1c2ccccc2N,13,A,ligand,drug_like,9KXI_A1EHY_A301,A,301,13,0,3.357,False,False,1189.0,147.0,13.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXI/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXI_A1EHY_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXI_A1EHY_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXI_A1EHY_A301_ref6vaj.pdb,0.354,111.0,True,0.0,18.66,False,case,
